2222 45693
1369 1974 7830
1566 293 3050
1129 104 9663
424 889 4686
2195 2040 8813
644 888 113
1337 440 8043
967 1265 183
768 1160 499
130 2205 3948
989 1149 4560
27 2104 8600
1817 813 78
1491 1813 3652
938 1108 7062
1295 1636 5986
1395 2184 5487
1144 851 9280
403 1725 4746
1906 1 3143
1262 1100 1653
1282 1206 4345
1665 270 576
416 152 7364
1893 902 5366
633 1005 4322
1969 661 6624
690 1540 1912
2008 2028 3517
1421 575 6092
1943 1601 322
1974 1230 1030
1889 350 3451
1618 1699 1007
882 1711 9967
1615 991 6573
1462 1727 7989
1943 337 3677
600 931 3837
1988 1942 1360
1652 1532 1951
1598 379 1000
1330 1302 383
1327 1192 5400
1361 354 2603
211 1062 4475
1119 1056 3791
1873 584 2317
1672 994 2330
1283 950 9917
1189 1497 7170
1876 1575 3340
1950 1378 8229
1007 894 2665
175 154 9134
1468 1951 3946
1950 2150 3935
704 2061 6899
1429 1428 3074
1266 650 3456
363 1199 1601
1683 23 5485
1940 123 7658
1371 2174 7464
201 330 6714
1446 991 9823
303 488 8630
1608 1089 3771
166 305 91
871 241 6269
380 1516 4606
1237 309 3478
1716 1538 5860
1785 1010 3274
1583 444 6588
1678 1399 2602
20 1334 4230
1504 2097 3233
261 1144 8591
1852 1992 5848
1528 2212 4125
153 2159 4459
2069 999 8510
921 447 7878
1257 45 8848
2212 123 2148
1809 962 9209
688 2102 3795
1916 2159 9631
1087 246 6177
49 870 4224
2099 7 4639
329 316 3041
868 803 2356
1146 1492 327
1510 267 9999
356 528 3728
168 1690 7303
962 1477 4864
559 1390 1477
1979 1814 8875
1480 1920 7566
774 296 2026
833 1100 7972
2116 820 3375
731 609 5182
747 1426 9667
944 1538 4730
1367 511 5977
224 1723 4115
2054 1012 2703
1587 2101 6975
1500 834 7588
1130 957 7463
669 1389 2348
1551 1308 290
306 1478 6083
1600 2041 8039
1252 1356 8173
365 2173 1403
232 1387 819
224 1258 6119
1110 219 663
791 1926 7267
1127 1815 4391
984 125 5533
479 129 4947
1908 1162 6040
296 1552 808
614 1682 2370
1419 1940 2345
2159 490 4102
1051 753 5360
648 1421 8236
1100 856 1453
2115 2113 3176
2201 1647 1051
373 1353 9297
578 1138 1872
977 620 3572
1017 1545 18
2171 1668 78
65 1746 558
959 611 2589
54 763 9740
1614 1382 4061
595 1544 2456
1030 1794 8587
1043 2086 6170
1357 1233 3164
1729 2100 4149
436 1908 4781
202 2139 6310
765 624 6418
1900 271 8354
1960 1801 3783
268 1921 5249
1773 376 7188
956 1793 9675
1293 2073 911
39 410 5503
19 657 4461
312 1050 381
1914 628 858
1236 543 6984
1937 1691 3444
795 1982 2290
876 1456 7852
2002 791 8308
2140 1286 4191
111 43 5040
1447 1958 293
1848 1473 6283
2207 606 7996
109 1855 86
2132 1468 5808
343 288 160
485 2093 4504
1781 1758 3020
1610 760 3325
529 1130 3265
1803 1511 2368
70 2155 7518
115 1100 4518
544 181 789
586 171 3325
1431 1921 5613
504 578 9767
2192 1974 5753
1660 34 8517
57 382 4219
1848 1396 64
1508 591 975
2102 1698 659
1741 1989 2328
1373 819 1037
1154 1771 9741
701 1849 7152
1622 1582 3286
716 655 8493
708 507 9015
2081 1097 7203
954 569 8781
198 600 9272
765 2067 7425
937 103 2875
699 1452 8052
2117 504 2434
2095 1305 2861
1375 553 2021
883 1659 2374
96 674 1876
725 271 7412
813 1146 9536
638 836 6308
1319 33 4866
471 1948 5339
429 1174 8965
1995 1100 2596
1583 766 4416
1756 1052 7884
2129 1237 2492
2192 393 6654
1412 127 6854
1291 1938 9911
2207 1442 3217
511 532 5527
1640 789 8108
1085 1753 3820
1434 1533 1885
1757 1467 7284
1967 703 5975
377 806 2799
182 1329 4905
562 2042 5813
2024 869 9705
317 749 1937
516 1981 2933
2042 749 1956
472 1797 4656
1790 1991 3246
1534 1240 3663
258 640 2048
1973 1254 1549
1535 2175 3583
158 1858 9158
1804 1918 2962
432 606 3149
1605 76 3956
274 509 2021
742 1735 5124
1559 1927 6109
1037 654 9670
1556 26 8597
1754 997 4145
418 783 7839
704 185 4480
460 1992 5635
1050 1676 9429
501 469 2689
123 111 6818
1677 1095 6712
1619 1520 5241
741 1548 6918
883 1934 9545
857 1241 9438
173 2033 8947
1201 496 693
1642 390 1029
1508 887 1992
2072 54 2225
910 1598 3365
1794 1515 7391
1841 5 9874
1610 2036 4744
1245 1883 6899
152 1609 7949
498 213 624
1091 709 3925
1895 1889 9443
628 548 2461
1578 43 7034
1157 1223 3975
908 1924 4202
636 793 5635
1366 211 7340
2138 60 3983
1575 312 7413
1542 237 9609
1618 332 1139
356 792 7134
1268 754 7995
1474 64 9625
1796 1881 3259
292 489 7937
1978 1890 1573
1302 1192 7136
17 195 1726
1616 2119 8867
1253 994 4215
1059 533 1098
487 325 8142
964 1420 3943
2015 307 9599
821 1205 4653
264 1993 3532
1847 1661 1273
637 1576 6018
2219 757 9820
807 172 8808
2156 1927 6137
470 1823 8223
977 186 7857
437 285 7776
2174 1519 9339
346 479 7796
429 2138 2991
1646 1334 2157
18 76 4885
1089 797 7957
41 710 283
1996 393 5952
789 763 7694
1734 399 2259
477 839 4238
1309 2133 6308
264 141 728
737 1751 2897
557 255 7105
411 316 3140
708 358 865
1240 1115 5115
1594 517 3467
746 403 7829
621 1628 5092
926 2004 7176
1564 296 3539
750 2068 8518
2199 1707 4655
755 1979 71
1509 2072 5398
88 173 3740
1351 1821 9993
1154 2199 5694
1002 1826 9277
2142 865 8290
1117 61 2491
1285 237 9653
1550 1179 6902
1204 416 7572
578 1690 8735
1508 857 2154
1449 804 2292
1540 2064 7652
521 1308 8305
2147 611 4583
42 731 7197
1397 210 7133
2091 1081 329
333 567 2150
1936 157 6230
290 311 5933
1920 1884 474
2144 1676 1805
230 261 4310
1867 484 9048
334 763 7970
710 1439 941
1908 1476 3486
92 685 7774
2067 1098 359
1632 685 9917
952 1506 4377
1903 396 4806
1475 1398 3682
840 725 2732
2119 166 1132
354 1540 1660
988 1835 5459
915 3 7227
351 627 8532
6 1771 8269
172 1959 2457
905 1349 2706
1123 1588 655
1627 1325 1163
1176 2018 915
1250 1601 5058
307 443 7521
967 1674 4004
1001 661 4768
917 952 6496
613 1746 8622
436 1324 356
1035 630 9944
344 1369 202
576 2104 902
1412 216 9954
1612 1213 9022
564 1056 7018
117 1791 6377
2058 1633 9120
753 393 6523
1172 567 3408
1234 2174 7535
1524 69 5796
83 93 5055
1859 682 805
1664 822 1499
205 171 91
2051 206 623
2123 1687 4242
1037 457 5124
1993 279 7252
1207 1183 4926
1444 1886 3143
1681 404 8649
1410 1367 8898
397 1380 5889
830 166 2768
1401 615 280
815 447 4483
763 1983 1723
792 1921 7723
863 2002 7522
1993 448 6774
1465 1694 5385
278 1420 4861
1890 1755 6294
1846 863 2817
1613 1930 5363
1798 1878 6091
2019 5 8560
1213 1754 9608
106 1191 4793
1230 852 8700
1221 1399 6229
1968 1062 9072
552 578 2862
38 1641 804
1641 226 6357
2177 1990 2715
1869 2051 6411
2141 462 3028
302 1314 2740
1860 998 4790
1808 1142 5898
2203 920 8870
2183 1627 1949
199 873 4869
666 1657 5622
1523 1486 7262
1367 2151 4781
327 1864 3256
587 1754 2724
2179 1932 258
14 577 7600
474 122 8238
1097 2167 280
1849 1241 642
188 600 8436
356 1806 1744
834 1187 8894
1326 2175 7627
1560 1750 5184
1264 1889 352
103 1434 8427
1706 1985 3774
232 404 2887
2110 2126 8696
1769 1253 1049
1704 2020 8374
2136 954 8118
751 454 7415
2200 1620 7523
2102 141 7423
106 655 1022
1061 2073 5629
175 1091 8907
2199 1194 2011
1101 1119 5000
572 1150 3775
517 2057 6157
480 2056 1542
1197 412 8267
1717 705 7037
898 1287 4808
2006 1545 3954
520 1967 1428
1943 56 9817
2017 229 4129
2195 1939 7798
598 1124 5002
2012 581 3866
2218 19 763
1635 1430 9015
1400 2040 7860
1259 583 5431
1418 392 9263
1942 2101 6561
1955 1059 3393
1020 962 4566
142 885 8908
1268 495 9575
181 926 1899
1268 1146 1323
2116 655 8548
1612 933 1822
470 1857 8864
2124 2192 4294
1400 1657 9947
682 1312 1073
173 1390 2628
418 330 6077
696 625 1332
2162 565 1111
1150 1581 592
96 1881 9600
215 2154 7218
244 1599 3335
1187 530 4681
1111 935 4739
1229 1710 3824
143 522 4067
270 2083 4566
1888 752 525
426 1436 1526
976 982 9291
248 789 1001
1660 1400 1127
1245 2110 2768
1234 1224 2097
260 1140 4127
1078 42 1864
1044 421 4980
483 75 1155
269 1202 6895
1364 1398 1684
2097 1985 8457
1872 1303 3630
1321 1822 3860
1052 1889 5821
210 509 2839
1579 958 5238
538 1688 2128
926 53 618
51 1943 9639
217 1392 8298
459 1161 8166
1721 2038 9420
407 134 959
1524 705 5389
900 2075 1883
45 1806 6342
759 19 6625
1433 1827 9255
2174 250 3346
2171 754 2164
1575 1806 5306
285 110 9539
1178 849 1482
824 473 5724
1775 932 3835
324 1861 3931
926 1674 9949
884 830 4217
920 1061 8813
298 2107 9269
1383 645 1982
520 233 798
1987 1402 4846
860 2076 9034
206 708 1847
857 1743 6463
461 1613 9434
936 1093 756
1901 1629 4918
44 1748 531
681 1719 7136
449 1374 3597
1909 1438 9706
1104 160 957
1539 672 7867
889 1237 5583
928 1699 871
2097 275 3329
971 876 3041
1815 476 4110
431 227 8427
1200 473 4859
1357 794 6947
1508 868 5306
1307 264 6035
1226 1609 2355
852 354 6074
1366 817 4441
1428 498 7783
1927 2052 8517
1467 1159 3
2034 1989 9291
828 323 2645
1481 870 6868
59 1658 815
800 1447 414
1016 951 2805
1965 1996 8070
753 373 9201
123 1305 2104
1628 767 3394
2151 1761 8579
1130 1068 4028
1148 601 4859
2033 2219 6665
2157 1540 9502
579 1534 9953
37 420 6890
1319 1978 504
1028 1035 1630
1856 670 4955
1713 1525 6147
1869 935 3725
619 1461 5150
29 1925 1407
1320 759 9086
821 1654 9265
2218 2127 6855
358 1946 2795
2206 2123 4826
305 1355 8440
2192 112 8055
426 1698 5089
1456 1834 415
1182 1417 4959
1953 1321 5283
1839 1518 5368
376 2100 2486
1709 519 618
1675 2011 1376
1172 1444 9192
71 1319 3229
711 558 3712
2116 826 6599
218 507 5528
618 1198 5376
1467 343 3693
2005 852 8845
1618 776 5438
1980 38 4458
1827 1963 1691
662 1829 9577
532 142 8250
686 973 8961
2058 1320 660
2200 2018 3801
2100 1844 6008
742 789 4121
80 2181 3039
42 532 1509
1231 1886 1480
1188 916 6695
1122 1228 8510
285 453 7309
814 461 1860
451 994 2174
111 847 7257
1403 109 5670
201 569 9973
1230 616 8319
380 503 962
618 1098 9431
1603 1925 8794
688 980 6385
1676 1625 9981
1471 19 6266
1245 476 9903
1084 30 8072
207 605 5683
420 2098 5077
1731 453 5054
1569 2141 6811
1778 2134 4362
2036 1332 7935
849 1512 2444
263 520 2135
57 811 5228
974 527 3272
477 699 6826
301 1063 9095
1449 1587 9210
399 946 5561
1257 1006 9007
380 1764 5230
1839 287 2371
1517 1231 5858
4 1748 9495
758 366 339
1075 1304 606
47 2139 458
409 1373 5939
714 802 435
2186 598 8457
526 439 8184
2128 2145 7572
994 868 5646
1313 1190 53
1458 1842 5721
1105 593 6349
97 1756 3984
1956 1149 1063
1174 1790 5106
1319 126 4220
476 1872 937
1574 160 6820
161 1344 8636
195 1238 3052
1208 1881 8142
1273 574 1536
1557 1597 9655
1263 2168 6179
1857 984 3206
2034 1284 8301
800 317 2558
1752 1227 363
1622 1246 1114
84 2048 628
1114 1650 6786
2220 1796 8135
1707 162 268
236 1868 6155
2075 1870 1915
1 2222 5245
846 696 7201
1485 651 9370
1055 1962 2496
34 1218 6130
888 425 8833
1711 2046 1650
1558 955 9407
2029 391 46
251 1999 2259
2164 411 2612
1816 728 6848
1233 1329 9957
1199 227 6607
913 1635 5619
1013 2011 1083
382 870 23
219 1988 5396
1630 500 6334
415 2217 2786
1533 1878 6813
2031 930 4945
113 274 9636
427 1614 9873
1463 2169 3640
2202 1803 6855
1578 946 4078
142 305 569
185 1148 9568
1247 265 5859
1865 1188 7515
354 12 6915
857 307 8542
1938 1573 7938
1023 1577 8867
1254 1653 8473
350 1442 8175
1467 2150 7766
1197 679 99
1558 54 9177
1879 70 8798
1633 997 2686
907 1714 5608
1089 327 7643
879 1195 1781
168 1537 938
568 72 1475
760 853 6345
249 1105 1607
1415 1750 1940
2031 1740 1
1767 685 8117
1059 1696 8276
859 624 4787
300 1142 1084
343 1552 2349
1550 1242 2995
1433 58 4593
1001 2053 6923
1200 784 5203
1380 680 3822
352 1734 2437
117 833 3786
885 1661 1265
1830 1986 7556
1656 521 5220
579 1801 8399
1973 2001 433
1423 1568 1144
1239 1519 5160
1025 934 3809
820 1746 4962
1977 1708 8746
808 2023 4331
499 716 5934
829 1476 7054
246 1174 2999
1127 2001 3126
202 87 3824
1143 717 6081
1240 308 778
1233 1084 7978
2219 183 3940
2216 147 4060
1700 667 7158
1740 1807 7129
432 786 5777
807 1400 2719
1617 358 6934
259 304 2757
2203 1786 1752
226 1226 6412
1 1415 3228
580 2017 3358
1361 967 7621
461 2207 7151
1720 260 5467
936 1146 354
171 1051 7769
252 835 9459
43 566 5193
1358 1718 3509
217 169 1242
1125 784 4007
801 98 8012
828 884 5640
1897 1609 1185
724 2 8023
1021 2062 1272
277 84 2127
761 318 6935
425 885 1248
1959 1613 1418
1085 170 5411
1795 1378 6324
1852 377 7443
1339 975 6797
884 345 1534
1589 1469 6557
1301 1586 3314
1109 456 4703
1567 1519 686
1282 2115 2945
1293 11 6800
1171 943 4150
1462 1692 7834
529 1866 5559
1284 441 969
2087 337 4525
756 1564 9688
931 614 8974
478 1485 5770
2081 1345 7229
2021 477 6823
1741 2201 1978
1928 2157 6964
2047 1613 7538
454 195 8064
410 1515 8095
589 901 5105
2073 1723 6867
944 2131 1808
645 541 3732
162 1561 9185
1266 1666 9077
1085 381 7146
1545 1654 3294
1111 906 3494
1785 796 5461
1388 1036 5120
1127 506 7406
790 1567 82
647 201 8809
22 738 6569
1751 635 9138
1171 1011 8731
938 380 778
964 594 5188
1775 1584 9069
634 1607 8060
1397 1919 3415
681 1753 9650
1511 1727 8490
1702 614 3636
619 1420 2369
864 1978 4491
1725 1795 7499
779 2108 1604
1216 305 8087
776 453 4800
569 1460 8226
2131 1483 3641
2001 1337 4774
16 2170 8102
558 1482 6577
235 1040 5761
2095 1587 6902
877 1224 5179
506 514 3916
1589 699 8529
2099 212 8460
623 2134 7769
1529 903 5296
756 2 8845
805 231 9296
542 338 640
513 126 3990
1912 2201 3449
152 1862 9282
1760 1593 2217
1441 106 6914
356 1001 3220
2068 1305 902
1252 848 1533
1699 1097 2154
742 2121 908
1477 751 305
1283 1879 1645
1456 717 9740
1744 659 2451
918 2066 1735
844 1274 4691
1686 495 247
1428 1306 729
797 1064 5450
376 1082 6333
292 2161 4013
202 533 8043
48 1453 9658
282 1374 3043
1031 1412 3435
1229 1231 816
1405 350 604
1636 1661 7670
1291 1929 910
1777 857 7373
470 1071 4160
1908 1862 2641
1779 1395 7083
2171 1980 2038
197 1019 4987
873 887 8741
432 1201 4450
21 408 1644
1471 79 9349
591 247 676
251 78 5784
1274 155 6637
84 635 4760
507 539 6104
2108 1676 7446
1648 1876 4510
211 1 5886
1195 411 4197
44 1094 4810
292 323 5246
934 1318 9310
1147 1871 7025
1932 1718 1745
2222 2007 8124
2164 1789 347
38 1848 7020
552 674 3799
98 1644 9552
1368 736 4369
996 100 3331
2009 2081 3444
951 721 7006
2198 1931 8805
1023 1867 8999
519 1869 6636
1527 2199 1806
805 773 5312
1714 604 2612
429 822 8026
647 1247 4016
316 2194 5344
2065 1361 676
289 1454 2177
1917 1582 5077
1887 402 435
1248 474 6425
1591 2073 9495
1792 867 2785
1859 1934 1640
881 667 7106
2120 2151 1543
1310 981 3316
1231 123 6316
314 799 5406
2093 1899 8651
624 957 3823
37 1569 326
787 1450 8084
1316 1613 5308
2114 1174 8363
141 1214 296
690 741 9436
957 691 4143
32 1795 3869
1293 355 2587
1653 674 751
1494 1903 9652
1420 1535 5325
1643 1415 6670
212 1212 209
355 114 5365
983 383 6493
707 1087 1955
54 585 2935
987 542 8992
1381 616 1407
1762 697 4925
1869 328 9228
518 1520 3195
358 744 4135
20 905 7650
391 1605 6903
1706 135 9594
830 1089 5527
659 1821 1073
1141 350 3039
1801 728 7847
362 1417 801
1345 2017 2840
2180 1667 3543
464 2193 6
1339 249 1518
2111 882 5789
569 1314 2956
476 2043 394
1098 322 9493
875 1724 6975
1992 715 7412
1129 81 1185
1880 1181 4079
271 1506 3489
352 1325 6393
1098 1539 7408
1216 1705 9295
1256 634 8218
246 2120 1371
1231 1658 4211
1389 11 8439
1878 783 8132
2150 281 1277
1973 1239 1420
422 406 3165
394 1649 903
1013 730 4175
451 312 7455
1844 1085 5955
2153 1881 329
191 579 5985
1832 1415 3839
197 2097 8589
1354 1109 8277
1167 1468 374
776 2036 9261
358 729 5445
846 570 7309
167 663 8335
351 1126 1538
703 1209 4894
1972 932 7891
1056 550 3381
1999 262 710
2206 530 6806
800 301 5081
188 1292 604
422 1134 6187
1849 615 3449
1211 1495 4413
1568 357 3334
675 1523 3452
558 1210 8774
1420 598 4377
124 480 3578
137 1887 3256
1058 838 4373
2044 229 8415
1824 2176 7687
692 1289 7059
216 716 1809
1125 767 8374
1648 1078 4025
226 951 7698
162 652 281
2218 1567 1196
1534 2215 8563
1454 1000 3705
647 1244 1673
1068 1264 1505
1307 2210 2469
67 1445 9370
1106 1661 7390
290 1881 3861
1363 1460 3213
1127 760 1540
967 1779 6399
258 32 9495
974 71 8960
1123 1231 9278
218 2138 5840
1615 1136 2962
1012 749 2228
957 451 3559
578 2007 6104
535 1663 8749
1464 1862 3997
1145 64 7028
2183 1922 3739
1731 979 2694
296 401 6476
1260 1084 8669
2147 1961 5546
658 266 6004
278 2027 6672
689 1060 2780
828 732 5902
1880 1686 4718
505 1222 220
670 219 619
1624 1944 1068
1588 849 8020
666 1093 2480
264 1825 5745
1861 405 8572
923 1689 3857
1423 124 5899
2165 1102 3777
1990 1699 7514
497 1419 8995
1165 751 6837
2018 1802 8775
1707 1648 2518
1541 2165 8912
251 1791 8626
1773 1478 1864
458 222 3888
2200 192 9853
798 1193 9227
658 904 3549
1231 1708 7555
797 1445 3174
1484 315 6094
1543 1189 308
2136 1782 8779
1971 2053 300
1964 1760 6269
1278 621 7787
1672 932 2313
2106 16 7143
2051 1127 8604
2068 2109 2945
1910 1636 683
1560 933 1313
1134 1352 7595
1705 484 1955
1254 403 1218
697 1830 4707
481 1390 8940
2073 841 72
1798 1859 3444
1290 299 2103
574 2091 5782
1606 2118 7234
1303 407 8456
917 369 9570
2186 1989 8079
1277 603 8810
272 844 8057
791 1480 3653
318 875 623
1684 1633 9023
1795 2100 186
1883 1530 376
1647 1241 5641
200 508 4354
238 1587 2192
649 1549 8651
750 225 1852
1219 1397 3065
1560 1798 3045
267 1567 3106
664 2101 864
656 776 7990
371 2117 7505
1269 1773 7395
613 1647 6052
478 1998 8203
206 1079 4013
1904 1866 8214
1115 315 9371
229 1100 197
832 1465 3704
990 1820 9456
1696 308 6751
588 1363 2955
625 1181 2930
33 1306 8245
1201 1353 4725
970 1828 1353
1438 393 7215
124 846 5505
844 1375 1383
916 1001 9333
1986 1296 7932
1295 358 8971
805 1181 2072
608 493 7253
2154 1720 3637
572 1282 9262
864 1344 8186
1395 334 9427
1483 386 4032
1841 1749 3803
306 419 5283
1979 1603 550
2215 134 9995
700 1913 4039
244 2090 9254
357 2165 487
2184 106 5720
1631 555 8694
793 972 1157
1707 223 4869
570 1484 1346
1947 2029 5051
659 328 7739
807 1305 4045
1332 329 9824
121 1614 1236
725 1816 8288
675 325 6897
442 1290 5839
1958 1299 8173
32 677 8798
1526 47 7116
63 673 6836
965 2194 4216
983 874 6936
1326 1637 3784
1526 346 4887
62 1740 5183
311 618 1905
1424 1595 4740
723 2050 4500
34 312 575
1335 478 738
1412 1 446
244 1224 1204
490 1489 9386
1353 2026 5660
1129 487 8752
375 516 9345
1815 1462 176
1227 2213 4933
1545 878 2306
1075 1385 9982
